Frame,Timestamp,Run Number,Baseline,Experimental Mean Luminance,Shutter 0,Gain 0,Shutter 1,Gain 1,Image File 0,Image File 1,Succesfully Tracked Features 0,Succesfully Tracked Features 1
142,2015-04-06 19:27:07.754155008,5.0,1.0,143.08413411458335,429.0,16.0,317.0,16.0,2015-04-06bldg33_0_0142.png,2015-04-06bldg33_1_0142.png,622.0,586.0
143,2015-04-06 19:27:08.218703872,5.0,1.0,128.24794596354167,386.0,16.0,322.0,16.0,2015-04-06bldg33_0_0143.png,2015-04-06bldg33_1_0143.png,423.0,591.0
144,2015-04-06 19:27:08.684864,5.0,1.0,127.47343424479168,368.0,16.0,316.0,16.0,2015-04-06bldg33_0_0144.png,2015-04-06bldg33_1_0144.png,258.0,335.0
145,2015-04-06 19:27:09.147689984,5.0,1.0,129.78805013020835,377.0,16.0,316.0,16.0,2015-04-06bldg33_0_0145.png,2015-04-06bldg33_1_0145.png,177.0,213.0
146,2015-04-06 19:27:09.618173952,5.0,1.0,129.22329427083335,372.0,16.0,310.0,16.0,2015-04-06bldg33_0_0146.png,2015-04-06bldg33_1_0146.png,403.0,442.0
147,2015-04-06 19:27:10.083534848,5.0,1.0,134.28017578125002,371.0,16.0,304.0,16.0,2015-04-06bldg33_0_0147.png,2015-04-06bldg33_1_0147.png,108.0,487.0
148,2015-04-06 19:27:10.551464192,5.0,1.0,140.03413411458334,383.0,16.0,309.0,16.0,2015-04-06bldg33_0_0148.png,2015-04-06bldg33_1_0148.png,172.0,532.0
149,2015-04-06 19:27:11.014249984,5.0,1.0,141.82585286458334,384.0,16.0,309.0,16.0,2015-04-06bldg33_0_0149.png,2015-04-06bldg33_1_0149.png,612.0,520.0
150,2015-04-06 19:27:11.482170112,5.0,1.0,135.55442057291668,381.0,16.0,309.0,16.0,2015-04-06bldg33_0_0150.png,2015-04-06bldg33_1_0150.png,567.0,569.0
151,2015-04-06 19:27:11.950126848,5.0,1.0,122.58943359375,360.0,16.0,298.0,16.0,2015-04-06bldg33_0_0151.png,2015-04-06bldg33_1_0151.png,491.0,435.0
152,2015-04-06 19:27:12.415483904,5.0,1.0,113.65093424479167,340.0,16.0,298.0,16.0,2015-04-06bldg33_0_0152.png,2015-04-06bldg33_1_0152.png,492.0,517.0
153,2015-04-06 19:27:12.880852992,5.0,1.0,112.929248046875,336.0,16.0,303.0,16.0,2015-04-06bldg33_0_0153.png,2015-04-06bldg33_1_0153.png,543.0,569.0
154,2015-04-06 19:27:13.348764928,5.0,1.0,117.06572591145834,345.0,16.0,313.0,16.0,2015-04-06bldg33_0_0154.png,2015-04-06bldg33_1_0154.png,528.0,532.0
155,2015-04-06 19:27:13.812883968,5.0,1.0,115.04681640625,355.0,16.0,313.0,16.0,2015-04-06bldg33_0_0155.png,2015-04-06bldg33_1_0155.png,502.0,447.0
156,2015-04-06 19:27:14.279500032,5.0,1.0,109.16249348958334,345.0,16.0,313.0,16.0,2015-04-06bldg33_0_0156.png,2015-04-06bldg33_1_0156.png,444.0,405.0
157,2015-04-06 19:27:14.745244928,5.0,1.0,105.5318359375,341.0,16.0,318.0,16.0,2015-04-06bldg33_0_0157.png,2015-04-06bldg33_1_0157.png,433.0,401.0
158,2015-04-06 19:27:15.212764928,5.0,1.0,106.46923177083335,340.0,16.0,328.0,16.0,2015-04-06bldg33_0_0158.png,2015-04-06bldg33_1_0158.png,412.0,399.0
